Brand,Year,Model,UsedOrNew,Transmission,EngineDisplacement(L),DriveType,FuelType,FuelConsumption(L)/100km,Kilometers,CylindersinEngine,BodyType,State
Suzuki,2020,Vitara,USED,Automatic,1.6,Front,Unleaded,6.2,53540,4,SUV,NSW
Holden,2014,Barina,USED,Automatic,1.6,Front,Unleaded,6.6,126804,4,Hatchback,NSW
Nissan,2015,Pathfinder,USED,Automatic,3.5,Front,Premium,9.9,164471,6,SUV,NSW
Isuzu,2016,D-MAX,USED,Manual,3.0,4WD,Diesel,8.2,240001,4,Ute / Tray,NSW
Toyota,2021,Kluger,USED,Automatic,2.5,AWD,Hybrid,5.6,31262,4,SUV,WA
Volkswagen,2015,Tiguan,USED,Manual,1.4,Front,Premium,6.9,209762,4,SUV,NSW
GWM,2022,Haval,NEW,Automatic,2.0,Front,Unleaded,7.5,24,4,SUV,NSW
Toyota,2006,HiAce,USED,Automatic,2.7,Rear,Unleaded,11.6,318650,4,Commercial,NSW
Hyundai,2018,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,45454,4,Sedan,NSW
Volkswagen,2016,Golf,USED,Automatic,1.4,Front,Premium,5.4,77001,4,Hatchback,NSW
Volkswagen,2017,Golf,USED,Manual,2.0,AWD,Premium,7.2,133483,4,Hatchback,NSW
Ford,2020,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,66204,5,Ute / Tray,NSW
Suzuki,2016,Vitara,USED,Automatic,1.4,Front,Unleaded,5.9,179234,4,SUV,NSW
Hyundai,2021,I30,USED,Automatic,2.0,Front,Premium,8.2,9986,4,Sedan,NSW
Nissan,2018,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,102534,4,SUV,WA
Nissan,2009,Navara,USED,Manual,2.5,4WD,Diesel,9.8,255483,4,Ute / Tray,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,90426,4,SUV,NSW
Holden,2016,Commodore,USED,Automatic,3.6,Rear,Premium,11.7,165238,6,Wagon,NSW
Mazda,2013,CX-9,USED,Automatic,3.7,Front,Unleaded,11.0,70105,6,SUV,NSW
Mazda,2010,CX-9,USED,Automatic,3.7,4WD,Unleaded,11.3,202901,6,SUV,NSW
Mercedes-Benz,2021,GLA35,USED,Automatic,2.0,AWD,Premium,8.0,3620,4,SUV,NSW
Chrysler,2008,Sebring,USED,Automatic,2.4,Front,Unleaded,8.9,129863,4,Sedan,NSW
Mazda,2020,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.4,37128,4,SUV,NSW
Ford,2014,Ranger,USED,Manual,3.2,4WD,Diesel,8.9,239000,5,Ute / Tray,WA
Toyota,2017,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,218851,4,SUV,NSW
Mitsubishi,2016,Outlander,USED,Automatic,2.3,AWD,Diesel,5.8,67710,4,SUV,NSW
Toyota,2018,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,22405,4,Hatchback,NSW
Audi,2022,Q3,USED,Automatic,1.4,Front,Premium,7.2,24000,4,SUV,NSW
Toyota,2021,Yaris,USED,Automatic,1.5,Front,Unleaded,5.4,22619,3,SUV,NSW
Nissan,2008,X-Trail,USED,Automatic,2.5,4WD,Unleaded,9.3,271312,4,SUV,NSW
Subaru,2018,Outback,USED,Automatic,3.6,AWD,Unleaded,9.9,104860,6,SUV,NSW
Ford,2010,Territory,USED,Automatic,4.0,Rear,Unleaded,12.0,177247,6,SUV,NSW
Jeep,2012,Wrangler,USED,Automatic,3.6,4WD,Unleaded,11.6,175000,6,SUV,WA
Toyota,2022,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,18838,4,SUV,NSW
Mercedes-Benz,2014,C250,USED,Automatic,2.1,Rear,Diesel,4.5,132782,4,Sedan,NSW
Toyota,2021,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,23734,4,SUV,NSW
Ford,2019,Escape,USED,Automatic,2.0,AWD,Premium,8.6,30442,4,SUV,NSW
Subaru,2016,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,53138,4,Hatchback,NSW
BMW,2015,428I,USED,Automatic,2.0,Rear,Premium,6.4,124100,4,Coupe,NSW
Holden,2008,Commodore,USED,Manual,6.0,Rear,Premium,14.6,210000,8,Sedan,WA
Mercedes-Benz,2020,C43,USED,Automatic,3.0,AWD,Premium,9.5,45763,6,Coupe,NSW
Volkswagen,2020,Amarok,USED,Automatic,3.0,4WD,Diesel,9.0,119169,6,Ute / Tray,NSW
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.4,56207,4,Hatchback,NSW
Volkswagen,2020,Golf,USED,Automatic,1.4,Front,Premium,5.6,87956,4,Wagon,NSW
Subaru,2017,Outback,USED,Automatic,2.5,AWD,Premium,7.3,62373,4,SUV,NSW
Toyota,2015,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,196174,4,Ute / Tray,NSW
Toyota,2020,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,61531,4,SUV,NSW
Ford,2016,Ranger,USED,Automatic,2.2,Rear,Diesel,7.5,192000,4,Ute / Tray,WA
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,50067,4,Hatchback,NSW
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,62919,4,Sedan,NSW
Volkswagen,2011,Golf,USED,Manual,1.2,Front,Premium,6.4,86331,4,Hatchback,NSW
Toyota,2019,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,50998,4,Sedan,NSW
Toyota,2017,RAV4,USED,Automatic,2.2,AWD,Diesel,6.5,114206,4,SUV,NSW
Mitsubishi,2014,Mirage,USED,Automatic,1.2,Front,Unleaded,4.9,38416,3,Hatchback,NSW
Ford,2018,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,93400,5,Ute / Tray,WA
Audi,2018,SQ5,USED,Automatic,3.0,AWD,Premium,8.7,98169,6,SUV,NSW
Honda,2021,CR-V,USED,Automatic,1.5,AWD,Unleaded,7.4,12491,4,SUV,NSW
Audi,2021,Q5,USED,Automatic,2.0,AWD,Hybrid,5.4,44493,4,SUV,NSW
Mitsubishi,2017,Lancer,USED,Manual,2.0,Front,Unleaded,6.9,147393,4,Sedan,NSW
Audi,2022,A3,USED,Automatic,1.5,Front,Premium,4.9,6845,4,Sedan,NSW
Volkswagen,2018,Tiguan,USED,Automatic,2.0,AWD,Diesel,6.1,37388,4,SUV,NSW
Mazda,2015,CX-9,USED,Automatic,3.7,Front,Unleaded,11.0,210182,6,SUV,NSW
Toyota,2017,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,140105,4,SUV,NSW
Honda,2011,Jazz,USED,Automatic,1.5,Front,Unleaded,6.7,115272,4,Hatchback,NSW
Toyota,2018,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,81804,4,SUV,NSW
Suzuki,2018,Swift,USED,Automatic,1.2,Front,Unleaded,4.8,15878,4,Hatchback,NSW
Holden,2011,Cruze,USED,Automatic,1.4,Front,Unleaded,6.9,141125,4,Sedan,NSW
Volkswagen,2022,Tiguan,DEMO,Automatic,2.0,AWD,Premium,8.5,10,4,SUV,NSW
Kia,2019,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,37531,4,SUV,WA
Toyota,2018,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,53467,4,Sedan,NSW
Volkswagen,2017,Polo,USED,Manual,1.2,Front,Premium,4.8,24842,4,Hatchback,NSW
Ford,2012,Ranger,USED,Manual,2.2,4WD,Diesel,8.1,215120,4,Ute / Tray,NSW
BMW,2015,M235I,USED,Automatic,3.0,Rear,Premium,7.6,165711,6,Coupe,NSW
MG,2022,MG3,NEW,Automatic,1.5,Front,Premium,6.7,15,4,Hatchback,NSW
Toyota,2008,Hiace,USED,Automatic,3.0,Rear,Diesel,8.8,186474,4,Commercial,NSW
Toyota,2021,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,26758,4,SUV,WA
Audi,2021,RS,USED,Automatic,2.5,AWD,Premium,8.9,9998,5,SUV,NSW
Audi,2016,A3,USED,Automatic,2.0,Front,Premium,5.9,45313,4,Hatchback,NSW
Kia,2016,Sorento,USED,Automatic,2.2,AWD,Diesel,7.8,95223,4,SUV,NSW
Holden,2004,Commodore,USED,Automatic,3.8,Rear,Unleaded,11.0,94721,6,Sedan,NSW
Toyota,2019,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,84948,4,Ute / Tray,NSW
Ford,2016,Ecosport,USED,Automatic,1.5,Front,Premium,6.5,78674,4,SUV,WA
Suzuki,2016,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,134605,4,Hatchback,NSW
Nissan,2018,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,53343,4,SUV,NSW
Mercedes-Benz,2018,E350,USED,Automatic,3.0,Rear,Diesel,5.6,66445,6,Sedan,NSW
Kia,2008,Rondo,USED,Automatic,2.0,Front,Unleaded,8.6,332493,4,Wagon,NSW
Holden,2016,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,202279,4,Ute / Tray,NSW
Subaru,2007,Forester,USED,Automatic,2.5,AWD,Unleaded,9.7,222000,4,SUV,NSW
Mazda,2020,BT-50,USED,Automatic,3.2,Rear,Diesel,9.3,33588,5,Ute / Tray,NSW
Mazda,2011,3,USED,Automatic,2.0,Front,Unleaded,8.2,123892,4,Sedan,NSW
Mini,2022,3D,USED,Automatic,0.0,Front,Electric,0.0,6000,0,Hatchback,NSW
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,55566,4,Hatchback,NSW
Ford,2021,Mustang,USED,Manual,5.0,Rear,Premium,13.0,7222,8,Hatchback,NSW
Holden,2007,Calais,USED,Automatic,3.6,Rear,Unleaded,11.0,145827,6,Sedan,NSW
Ford,2021,Ranger,USED,Automatic,3.2,4WD,Diesel,8.9,24850,5,Ute / Tray,NSW
Toyota,2015,Yaris,USED,Automatic,1.3,Front,Unleaded,6.3,64896,4,Hatchback,NSW
BMW,2016,M5,USED,Automatic,4.4,Rear,Premium,9.9,81663,8,Sedan,NSW
Holden,2016,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,166540,4,SUV,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,229050,5,Ute / Tray,NSW
Mazda,2004,3,USED,Automatic,2.0,Front,Unleaded,8.9,228966,4,Hatchback,NSW
Mazda,2005,3,USED,Automatic,2.0,Front,Unleaded,8.9,179958,4,Sedan,NSW
Skoda,2023,Karoq,DEMO,Automatic,2.0,4WD,Premium,6.9,1500,4,SUV,NSW
Honda,2008,Civic,USED,Automatic,1.8,Front,Unleaded,7.2,147000,4,Sedan,NSW
Land,2017,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,59207,4,SUV,NSW
Mazda,2017,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,111570,4,SUV,NSW
Opel,2012,Astra,USED,Automatic,1.6,Front,Premium,7.4,125254,4,Wagon,NSW
Jeep,2021,Wrangler,USED,Automatic,3.6,4WD,Unleaded,9.7,10831,6,SUV,NSW
Mazda,2019,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,45119,4,SUV,NSW
Volkswagen,2022,Passat,DEMO,Automatic,2.0,AWD,Premium,8.1,3822,4,SUV,NSW
Volkswagen,2022,Touareg,NEW,Automatic,3.0,AWD,Diesel,6.8,15,6,SUV,NSW
Toyota,2017,Landcruiser,USED,Manual,4.5,4WD,Diesel,10.7,41230,8,Ute / Tray,NSW
Ford,2018,Focus,USED,Manual,2.3,AWD,Premium,8.1,28681,4,Hatchback,NSW
Jeep,2013,Compass,USED,Automatic,2.4,4WD,Premium,8.5,152000,4,SUV,NSW
Subaru,2010,Forester,USED,Automatic,2.5,AWD,Unleaded,9.6,117893,4,SUV,NSW
Mazda,2010,2,USED,Automatic,1.5,Front,Unleaded,6.8,95684,4,Hatchback,NSW
Volkswagen,2019,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,83426,4,SUV,NSW
Toyota,2017,Camry,USED,Automatic,2.5,Front,Unleaded,7.9,69988,4,Sedan,NSW
Audi,2018,Q5,USED,Automatic,2.0,AWD,Diesel,5.5,49113,4,SUV,NSW
GWM,2022,Haval,NEW,Automatic,2.0,Front,Unleaded,7.5,15,4,SUV,NSW
Mazda,2021,BT-50,USED,Automatic,3.0,4WD,Diesel,8.0,33132,4,Ute / Tray,NSW
Subaru,2018,Liberty,USED,Automatic,2.5,AWD,Unleaded,7.3,91864,4,Sedan,NSW
Mitsubishi,2016,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.5,105012,4,SUV,NSW
Holden,2018,Colorado,USED,Automatic,2.8,Rear,Diesel,8.8,177141,4,Ute / Tray,NSW
Volkswagen,2018,Tiguan,USED,Automatic,2.0,AWD,Premium,7.5,122256,4,SUV,NSW
Subaru,2017,XV,USED,Automatic,2.0,AWD,Unleaded,7.0,111480,4,SUV,NSW
Mazda,2011,BT-50,USED,Manual,3.2,Rear,Diesel,8.4,182676,5,Ute / Tray,NSW
Honda,2019,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,59860,4,SUV,NSW
Hyundai,2022,I30,USED,Manual,2.0,Front,Premium,8.2,3522,4,Sedan,NSW
Mercedes-Benz,2010,B200,USED,Automatic,2.0,Front,Premium,8.1,170000,4,Hatchback,NSW
Mazda,2013,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.4,149666,4,SUV,NSW
Toyota,2021,Kluger,USED,Automatic,3.5,AWD,Premium,8.8,17910,6,SUV,NSW
Volkswagen,2023,T-ROC,NEW,Automatic,2.0,AWD,Premium,7.3,15,4,SUV,NSW
Hyundai,2016,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,122401,4,SUV,NSW
Volvo,2014,XC60,USED,Automatic,2.0,Front,Premium,7.0,92285,4,SUV,NSW
Porsche,2016,Macan,USED,Automatic,3.0,AWD,Premium,8.7,114202,6,SUV,NSW
Honda,2006,Accord,USED,Automatic,3.0,Front,Unleaded,10.6,209508,6,Sedan,NSW
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,43083,4,Hatchback,NSW
Audi,2019,Q5,USED,Automatic,2.0,AWD,Premium,7.3,49431,4,SUV,NSW
Isuzu,2016,D-MAX,USED,Automatic,3.0,Rear,Diesel,7.9,173007,4,Ute / Tray,NSW
Holden,2016,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,73059,4,Ute / Tray,NSW
Mazda,2009,CX-7,USED,Automatic,2.5,Front,Unleaded,9.4,162018,4,SUV,NSW
Toyota,2020,Yaris,USED,Automatic,1.5,Front,Hybrid,3.8,55929,3,SUV,NSW
Mini,2018,Convertible,USED,Automatic,2.0,Front,Premium,5.7,26758,4,Convertible,NSW
Kia,2018,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,176576,4,SUV,NSW
Kia,2008,Carnival,USED,Automatic,2.7,Front,Unleaded,11.0,262175,6,Wagon,NSW
Holden,2011,Cruze,USED,Automatic,1.4,Front,Unleaded,6.9,211309,4,Sedan,NSW
Volkswagen,2018,Passat,USED,Automatic,2.0,AWD,Premium,7.4,63751,4,Wagon,NSW
Mini,2021,3D,USED,Automatic,0.0,Front,Electric,0.0,7300,0,Hatchback,NSW
Audi,2010,A5,USED,Automatic,2.0,AWD,Premium,7.5,44175,4,Hatchback,NSW
Ford,2012,Fiesta,USED,Automatic,1.6,Front,Unleaded,6.1,102864,4,Hatchback,NSW
Mini,2022,3D,USED,Automatic,0.0,Front,Electric,0.0,6200,0,Hatchback,NSW
Kia,2018,Carnival,USED,Automatic,3.3,Front,Unleaded,11.6,64847,6,Wagon,NSW
Hyundai,2012,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,139586,4,SUV,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,254164,5,Ute / Tray,NSW
Audi,2015,S3,USED,Automatic,2.0,AWD,Premium,6.9,83657,4,Sedan,NSW
Audi,2020,RS,USED,Automatic,4.0,AWD,Hybrid,11.6,43003,8,Other,NSW
Toyota,2018,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,232955,4,Ute / Tray,NSW
Holden,2014,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,136416,4,Ute / Tray,NSW
Toyota,2015,Fortuner,USED,Automatic,2.8,AWD,Diesel,8.6,65605,4,SUV,NSW
Mitsubishi,2010,Lancer,USED,Automatic,2.0,Front,Unleaded,8.2,158011,4,Sedan,NSW
Nissan,2021,Juke,USED,Automatic,1.0,Front,Premium,5.8,8638,3,SUV,NSW
Volkswagen,2022,Touareg,USED,Automatic,3.0,AWD,Diesel,6.8,15695,6,SUV,NSW
Nissan,2017,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,85157,4,SUV,NSW
Toyota,2023,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,182,4,SUV,NSW
Mazda,2018,3,USED,Automatic,2.0,Front,Unleaded,5.8,38363,4,Hatchback,NSW
BMW,2016,435I,USED,Automatic,3.0,Rear,Premium,7.6,105672,6,Hatchback,NSW
Toyota,2017,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,46376,4,Hatchback,NSW
Audi,2021,SQ7,USED,Automatic,4.0,AWD,Hybrid,7.6,34412,8,SUV,NSW
Ford,2019,Ranger,USED,Automatic,3.2,4WD,Diesel,8.9,85550,5,Ute / Tray,NSW
Land,2014,Rover,USED,Automatic,2.2,AWD,Diesel,6.0,182056,4,SUV,NSW
Mitsubishi,2010,Outlander,USED,Automatic,3.0,4WD,Unleaded,10.4,117999,6,SUV,NSW
Hyundai,2015,Veloster,USED,Automatic,1.6,Front,Unleaded,7.1,112049,4,Hatchback,NSW
Ford,2020,Puma,USED,Automatic,1.0,Front,Premium,5.3,45622,3,SUV,NSW
Subaru,2016,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,94800,4,SUV,NSW
Land,2018,Rover,USED,Automatic,3.0,4WD,Diesel,7.2,147632,6,SUV,NSW
Mitsubishi,2018,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,97109,4,Ute / Tray,NSW
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,25253,4,SUV,NSW
Mitsubishi,2016,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,154179,4,Ute / Tray,NSW
Volkswagen,2019,Touareg,USED,Automatic,3.0,AWD,Diesel,7.4,76293,6,SUV,NSW
Subaru,2015,Outback,USED,Automatic,2.5,AWD,Premium,7.3,109232,4,SUV,NSW
Volkswagen,2019,Amarok,USED,Automatic,2.0,4WD,Diesel,8.3,89388,4,Ute / Tray,NSW
Hyundai,2012,Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,193101,4,Hatchback,NSW
Honda,2019,CR-V,USED,Automatic,1.5,Front,Unleaded,7.0,32748,4,SUV,NSW
Ford,2019,Ranger,USED,Automatic,2.0,4WD,Diesel,8.2,114956,4,Ute / Tray,NSW
Toyota,2020,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,53897,4,Sedan,NSW
Mitsubishi,2015,Triton,USED,Manual,2.5,4WD,Diesel,8.1,174677,4,Ute / Tray,NSW
Subaru,2011,Outback,USED,Manual,2.0,AWD,Diesel,6.4,238850,4,SUV,NSW
Holden,2013,Captiva,USED,Automatic,3.0,AWD,Unleaded,10.1,215580,6,SUV,NSW
Mazda,2015,BT-50,USED,Manual,3.2,4WD,Diesel,8.9,310230,5,Ute / Tray,NSW
Hyundai,2020,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,66023,4,SUV,NSW
BMW,2017,230I,USED,Automatic,2.0,Rear,Premium,5.9,117220,4,Coupe,NSW
Toyota,2019,RAV4,USED,Automatic,2.0,Front,Unleaded,7.0,70093,4,SUV,NSW
Volkswagen,2018,Amarok,USED,Automatic,3.0,4WD,Diesel,8.9,83639,6,Ute / Tray,NSW
Volkswagen,2023,Tiguan,DEMO,Automatic,2.0,AWD,Premium,8.6,10,4,SUV,NSW
Mazda,2014,2,USED,Automatic,1.5,Front,Unleaded,4.9,114486,4,Hatchback,NSW
Holden,2015,Captiva,USED,Automatic,2.2,AWD,Diesel,8.1,192202,4,SUV,NSW
Mazda,2014,BT-50,USED,Manual,3.2,Rear,Diesel,8.4,223599,5,Ute / Tray,NSW
Nissan,2011,Maxima,USED,Automatic,3.5,Front,Premium,10.2,70750,6,Sedan,NSW
MG,2022,ZST,USED,Automatic,1.3,Front,Unleaded,7.3,7990,3,SUV,NSW
BMW,2014,116I,USED,Automatic,1.6,Rear,Premium,5.8,94598,4,Hatchback,NSW
Holden,2014,Commodore,USED,Automatic,3.6,Rear,LPG,11.8,188919,6,Wagon,NSW
Mazda,2012,CX-7,USED,Automatic,2.5,Front,Unleaded,9.4,212145,4,SUV,NSW
Holden,2012,Captiva,USED,Automatic,2.2,AWD,Diesel,8.3,166758,4,SUV,NSW
Volkswagen,2016,Polo,USED,Automatic,1.2,Front,Premium,4.8,83470,4,Hatchback,NSW
Isuzu,2015,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,250200,4,Ute / Tray,QLD
Nissan,2013,Patrol,USED,Automatic,3.0,4WD,Diesel,11.8,182439,4,SUV,NSW
BMW,2021,X3,USED,Automatic,2.0,Rear,Unleaded,7.4,29206,4,SUV,NSW
Toyota,2018,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,77205,4,Hatchback,NSW
Kia,2015,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,119190,4,Hatchback,NSW
Volkswagen,2023,Passat,NEW,Automatic,2.0,AWD,Premium,8.1,15,4,Wagon,NSW
Maserati,2018,Ghibli,USED,Automatic,3.0,Rear,Premium,8.9,56188,6,Sedan,NSW
Volkswagen,2015,Golf,USED,Automatic,1.4,Front,Premium,5.4,59302,4,Hatchback,NSW
Kia,2019,Carnival,USED,Automatic,2.2,Front,Diesel,7.6,56044,4,Wagon,NSW
Mitsubishi,2017,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,198160,4,Ute / Tray,NSW
Honda,2009,Civic,USED,Automatic,1.8,Front,Unleaded,7.2,73917,4,Sedan,NSW
Holden,2016,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,66600,4,SUV,VIC
Suzuki,2020,Baleno,USED,Automatic,1.4,Front,Unleaded,5.4,19357,4,Hatchback,NSW
Hyundai,2013,IX35,USED,Automatic,2.0,AWD,Diesel,7.5,129000,4,SUV,NSW
Toyota,2020,Hilux,USED,Automatic,2.8,4WD,Diesel,8.4,43199,4,Ute / Tray,NSW
Holden,2014,Captiva,USED,Automatic,2.2,AWD,Diesel,8.1,178750,4,SUV,NSW
Subaru,2016,Outback,USED,Manual,2.0,AWD,Diesel,6.3,227284,4,SUV,NSW
Citroen,2013,DS3,USED,Manual,1.6,Front,Premium,6.7,82680,4,Hatchback,NSW
Volkswagen,2023,Tiguan,NEW,Automatic,2.0,AWD,Premium,8.6,15,4,SUV,NSW
Audi,2009,TT,USED,Automatic,2.0,Front,Premium,7.8,169651,4,Coupe,NSW
Toyota,2022,Kluger,USED,Automatic,2.5,AWD,Hybrid,5.6,46011,4,SUV,NSW
Volkswagen,2023,Passat,NEW,Automatic,2.0,AWD,Premium,8.1,26,4,Wagon,VIC
Volkswagen,2021,Caddy,USED,Automatic,2.0,Front,Diesel,4.9,7400,4,Commercial,NSW
Subaru,2018,Outback,USED,Automatic,2.0,AWD,Diesel,6.3,43725,4,SUV,NSW
Toyota,2018,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,82509,4,Hatchback,NSW
Toyota,2009,Corolla,USED,Automatic,1.8,Front,Unleaded,7.7,214391,4,Hatchback,NSW
Mazda,2017,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,65969,4,SUV,VIC
Toyota,2012,Hiace,USED,Automatic,3.0,Rear,Diesel,8.0,182483,4,Commercial,NSW
Ford,2013,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,133000,6,SUV,NSW
Mitsubishi,2018,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,73958,4,SUV,NSW
Toyota,2013,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,180223,4,Sedan,NSW
Toyota,2012,Yaris,USED,Automatic,1.3,Front,Unleaded,6.3,152805,4,Hatchback,NSW
Mitsubishi,2010,Lancer,USED,Automatic,2.0,Front,Unleaded,8.3,107135,4,Hatchback,NSW
Mitsubishi,2016,Triton,USED,Manual,2.4,Rear,Unleaded,10.9,80559,4,Ute / Tray,NSW
Holden,2016,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,79552,4,Ute / Tray,NSW
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,20000,4,SUV,NSW
Mercedes-Benz,2018,E400,USED,Automatic,3.0,AWD,Premium,8.5,33000,6,Coupe,QLD
Ford,2018,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,39576,5,Ute / Tray,NSW
Kia,2021,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,42730,4,SUV,NSW
Renault,2021,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,22724,4,SUV,NSW
Volkswagen,2023,T-ROC,NEW,Automatic,2.0,AWD,Premium,7.3,30,4,SUV,VIC
Jeep,2015,Wrangler,USED,Automatic,3.6,4WD,Unleaded,11.3,97102,6,SUV,NSW
Toyota,2013,86,USED,Automatic,2.0,Rear,Premium,7.1,74420,4,Coupe,NSW
Volkswagen,2023,Passat,DEMO,Automatic,2.0,AWD,Premium,8.1,2200,4,SUV,NSW
Mazda,2010,3,USED,Automatic,2.0,Front,Unleaded,8.2,118013,4,Hatchback,NSW
Kia,2016,Carnival,USED,Automatic,3.3,Front,Unleaded,11.6,145263,6,Wagon,NSW
Kia,2012,Sorento,USED,Automatic,2.2,AWD,Diesel,7.4,248746,4,SUV,NSW
Citroen,2012,DS4,USED,Automatic,1.6,Front,Premium,7.7,114592,4,Wagon,QLD
Mitsubishi,2023,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,67,4,Ute / Tray,NSW
Toyota,2019,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,61459,4,Sedan,NSW
Volkswagen,2018,Golf,USED,Automatic,1.4,Front,Premium,5.6,101095,4,Wagon,NSW
Mazda,2022,BT-50,DEMO,Automatic,3.0,4WD,Diesel,8.0,1201,4,Ute / Tray,NSW
Holden,2016,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,186650,4,Ute / Tray,NSW
Audi,2014,A1,USED,Automatic,1.4,Front,Premium,5.3,46961,4,Hatchback,NSW
Toyota,2005,Camry,USED,Manual,2.4,Front,Unleaded,8.8,199931,4,Sedan,NSW
Land,2019,Rover,USED,Automatic,2.0,AWD,Premium,8.1,34525,4,SUV,NSW
Jeep,2014,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,197156,6,SUV,NSW
Volkswagen,2007,EOS,USED,Automatic,2.0,Front,Diesel,6.9,192158,4,Convertible,VIC
Toyota,2019,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,30892,4,Sedan,NSW
Ford,2017,Ranger,USED,Manual,3.2,4WD,Diesel,8.3,219622,5,Ute / Tray,NSW
Kia,2020,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,59601,4,SUV,NSW
Toyota,2015,Hilux,USED,Manual,3.0,Rear,Diesel,8.1,287000,4,Ute / Tray,QLD
BMW,2018,X1,USED,Automatic,2.0,AWD,Premium,6.6,47799,4,SUV,NSW
MG,2022,HS,USED,Automatic,1.5,Front,Unleaded,7.3,26899,4,SUV,NSW
Toyota,2018,Camry,USED,Automatic,3.5,Front,Unleaded,8.9,48727,6,Sedan,NSW
Toyota,2009,Camry,USED,Automatic,2.4,Front,Unleaded,9.9,269179,4,Sedan,NSW
